Case_Study,Solver,Method,Num_Rep_Periods,Seed,Time_To_Build_Model,Objective_Function_Value,Num_Variables,Num_Constraints,Num_Constraints_Excluding_Bounds,Solve_Time
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,45224,27.5121825,1480000000,840972,1839614,1156320,143.5219998
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,31659,28.5947637,1480000000,840972,1839614,1156320,174.6469998
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,37548,64.9479529,1890000000,1121292,2452814,1541760,155.1719999
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,25980,64.8215298,1890000000,1121292,2452814,1541760,150.187
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,57408,64.502039,1890000000,1121292,2452814,1541760,130.2350001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,41831,64.3265184,1890000000,1121292,2452814,1541760,142.904
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,29040,63.3989529,1890000000,1121292,2452814,1541760,137.9390001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,71372,63.4019664,1890000000,1121292,2452814,1541760,134.1200001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,52533,63.554632,1890000000,1121292,2452814,1541760,141.4230001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,34244,63.8758861,1890000000,1121292,2452814,1541760,133.8560002
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,45224,64.4438502,1890000000,1121292,2452814,1541760,138.5310001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,31659,63.2426902,1890000000,1121292,2452814,1541760,170.1369998
Nodes-1flow,Gurobi.Optimizer,Barrier,672,37548,0.885973,248000000,24876,55790,37632,0.391000032
Nodes-1flow,Gurobi.Optimizer,Barrier,672,25980,0.5361487,248000000,24876,55790,37632,0.375
Nodes-1flow,Gurobi.Optimizer,Barrier,672,57408,0.6125602,248000000,24876,55790,37632,0.405999899
Nodes-1flow,Gurobi.Optimizer,Barrier,672,41831,0.5384319,248000000,24876,55790,37632,0.358999968
Nodes-1flow,Gurobi.Optimizer,Barrier,672,29040,0.5042246,248000000,24876,55790,37632,0.375
Nodes-1flow,Gurobi.Optimizer,Barrier,672,71372,0.8422197,248000000,24876,55790,37632,0.781000137
Nodes-1flow,Gurobi.Optimizer,Barrier,672,52533,0.8740477,248000000,24876,55790,37632,0.386000156
Nodes-1flow,Gurobi.Optimizer,Barrier,672,34244,0.5418476,248000000,24876,55790,37632,0.391000032
Nodes-1flow,Gurobi.Optimizer,Barrier,672,45224,0.8195006,248000000,24876,55790,37632,0.42200017
Nodes-1flow,Gurobi.Optimizer,Barrier,672,31659,0.4560769,248000000,24876,55790,37632,0.389999866
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,37548,4.5249893,355000000,149196,334670,225792,7.261999846
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,25980,4.5426766,355000000,149196,334670,225792,7.474999905
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,57408,4.6687842,355000000,149196,334670,225792,7.352999926
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,41831,4.7476223,355000000,149196,334670,225792,7.75
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,29040,4.412902,355000000,149196,334670,225792,7.109999895
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,71372,4.4000103,355000000,149196,334670,225792,7.281000137
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,52533,4.8471104,355000000,149196,334670,225792,7.110000134
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,34244,4.6799646,355000000,149196,334670,225792,7.59800005
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,45224,4.8305468,355000000,149196,334670,225792,7.359999895
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,31659,4.6069614,355000000,149196,334670,225792,7.625
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,37548,10.4468464,610000000,324132,727094,490560,68.78100014
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,25980,8.7373733,610000000,324132,727094,490560,142.0799999
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,57408,9.4290786,610000000,324132,727094,490560,22.4610002
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,41831,9.0511948,610000000,324132,727094,490560,42.32099986
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,29040,8.897489,610000000,324132,727094,490560,23.01600003
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,71372,9.157062,610000000,324132,727094,490560,21.21199989
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,52533,9.6320698,610000000,324132,727094,490560,23.96899986
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,34244,9.230349,610000000,324132,727094,490560,72.72100019
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,45224,9.6411548,610000000,324132,727094,490560,21.57800007
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,31659,9.649968,610000000,324132,727094,490560,41.34399986
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,37548,19.3997944,1050000000,648252,1454174,981120,188.2019999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,25980,21.1860373,1050000000,648252,1454174,981120,140.0969999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,57408,20.7901973,1050000000,648252,1454174,981120,212.994
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,41831,20.9496794,1050000000,648252,1454174,981120,148.115
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,29040,20.9014859,1050000000,648252,1454174,981120,147.0309999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,71372,20.6975193,1050000000,648252,1454174,981120,166.079
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,52533,20.176822,1050000000,648252,1454174,981120,152.8800001
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,34244,20.6663981,1050000000,648252,1454174,981120,202.7650001
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,45224,21.0679541,1050000000,648252,1454174,981120,187.9449999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,31659,20.3538661,1050000000,648252,1454174,981120,173.349
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,37548,58.5338883,1480000000,972372,2181254,1471680,177.6570001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,25980,59.1360972,1480000000,972372,2181254,1471680,145.3280001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,57408,52.9189711,1480000000,972372,2181254,1471680,184.4960001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,41831,57.286438,1480000000,972372,2181254,1471680,173.8800001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,29040,55.7560765,1480000000,972372,2181254,1471680,193.688
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,71372,56.3125494,1480000000,972372,2181254,1471680,181.786
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,52533,53.250584,1480000000,972372,2181254,1471680,219.552
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,34244,62.0833038,1480000000,972372,2181254,1471680,176.2320001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,45224,57.2714029,1480000000,972372,2181254,1471680,184.3479998
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,31659,56.9327127,1480000000,972372,2181254,1471680,177.2589998
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,37548,116.0685176,1890000000,1296492,2908334,1962240,262.457
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,25980,100.3863713,1890000000,1296492,2908334,1962240,193.2779999
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,57408,99.5316707,1890000000,1296492,2908334,1962240,192.421
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,41831,100.0403801,1890000000,1296492,2908334,1962240,224.5549998
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,29040,100.3582912,1890000000,1296492,2908334,1962240,125.125
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,71372,100.1699464,1890000000,1296492,2908334,1962240,245.5780001
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,52533,101.3017154,1890000000,1296492,2908334,1962240,161.572
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,34244,102.0392041,1890000000,1296492,2908334,1962240,152.335
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,45224,104.7808754,1890000000,1296492,2908334,1962240,208.734
Nodes-1flow,Gurobi.Optimizer,Barrier,35040,31659,103.7450805,1890000000,1296492,2908334,1962240,209.852
Nodes-2flows,Gurobi.Optimizer,Barrier,672,37548,0.5684339,248000000,28908,63854,45696,0.429000139
Nodes-2flows,Gurobi.Optimizer,Barrier,672,25980,0.9212376,248000000,28908,63854,45696,0.419999838
Nodes-2flows,Gurobi.Optimizer,Barrier,672,57408,0.6760163,248000000,28908,63854,45696,0.397000074
Nodes-2flows,Gurobi.Optimizer,Barrier,672,41831,0.6204051,248000000,28908,63854,45696,0.41899991
Nodes-2flows,Gurobi.Optimizer,Barrier,672,29040,0.6902687,248000000,28908,63854,45696,0.399999857
Nodes-2flows,Gurobi.Optimizer,Barrier,672,71372,0.6230274,248000000,28908,63854,45696,0.404000044
Nodes-2flows,Gurobi.Optimizer,Barrier,672,52533,0.9684695,248000000,28908,63854,45696,0.388999939
Nodes-2flows,Gurobi.Optimizer,Barrier,672,34244,0.9322312,248000000,28908,63854,45696,0.429999828
Nodes-2flows,Gurobi.Optimizer,Barrier,672,45224,0.594941,248000000,28908,63854,45696,0.409999847
Nodes-2flows,Gurobi.Optimizer,Barrier,672,31659,1.1234706,248000000,28908,63854,45696,0.440000057
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,37548,5.415825,355000000,173388,383054,274176,8.029000044
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,25980,5.3412267,355000000,173388,383054,274176,7.679000139
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,57408,5.5214819,355000000,173388,383054,274176,7.332999945
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,41831,5.7777585,355000000,173388,383054,274176,7.493000031
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,29040,5.4577537,355000000,173388,383054,274176,7.72300005
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,71372,5.2962285,355000000,173388,383054,274176,7.460000038
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,52533,5.116051,355000000,173388,383054,274176,7.805000067
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,34244,5.8485694,355000000,173388,383054,274176,7.674999952
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,45224,5.1632605,355000000,173388,383054,274176,7.51699996
Nodes-2flows,Gurobi.Optimizer,Barrier,4380,31659,5.2954836,355000000,173388,383054,274176,7.404000044
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,37548,12.0486775,610000000,376692,832214,595680,27.72600007
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,25980,11.9797079,610000000,376692,832214,595680,24.296
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,57408,11.1579045,610000000,376692,832214,595680,58.38499999
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,41831,11.1665468,610000000,376692,832214,595680,23.95099998
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,29040,12.9461338,610000000,376692,832214,595680,23.34599996
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,71372,11.2121871,610000000,376692,832214,595680,22.62400007
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,52533,11.429224,610000000,376692,832214,595680,137.576
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,34244,11.1116146,610000000,376692,832214,595680,23.01600003
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,45224,12.4072019,610000000,376692,832214,595680,25.42400002
Nodes-2flows,Gurobi.Optimizer,Barrier,8760,31659,11.3409782,610000000,376692,832214,595680,26.227
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,37548,25.6703354,1050000000,753372,1664414,1191360,179.378
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,25980,35.3419391,1050000000,753372,1664414,1191360,152.8449998
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,57408,26.8778107,1050000000,753372,1664414,1191360,240.408
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,41831,24.9755949,1050000000,753372,1664414,1191360,161.7349999
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,29040,24.8071693,1050000000,753372,1664414,1191360,151.1990001
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,71372,28.2636617,1050000000,753372,1664414,1191360,203.6589999
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,52533,25.1958406,1050000000,753372,1664414,1191360,153.296
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,34244,25.0022599,1050000000,753372,1664414,1191360,172.7340002
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,45224,25.5599444,1050000000,753372,1664414,1191360,201.4659998
Nodes-2flows,Gurobi.Optimizer,Barrier,17520,31659,28.2830605,1050000000,753372,1664414,1191360,207.7149999
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,37548,74.6045608,1480000000,1130052,2496614,1787040,160.027
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,25980,78.4969354,1480000000,1130052,2496614,1787040,184.931
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,57408,79.1370007,1480000000,1130052,2496614,1787040,203.3239999
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,41831,78.895574,1480000000,1130052,2496614,1787040,187.3840001
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,29040,79.280595,1480000000,1130052,2496614,1787040,198.8959999
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,71372,79.5181484,1480000000,1130052,2496614,1787040,227.7610002
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,52533,79.2272132,1480000000,1130052,2496614,1787040,201.4880002
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,34244,85.5955013,1480000000,1130052,2496614,1787040,139.6210001
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,45224,79.908973,1480000000,1130052,2496614,1787040,171.122
Nodes-2flows,Gurobi.Optimizer,Barrier,26280,31659,80.724473,1480000000,1130052,2496614,1787040,214.7609999
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,37548,129.0999765,1890000000,1506732,3328814,2382720,211.122
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,25980,124.6637116,1890000000,1506732,3328814,2382720,282.7350001
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,57408,126.7243508,1890000000,1506732,3328814,2382720,220.852
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,41831,126.0607855,1890000000,1506732,3328814,2382720,220.8930001
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,29040,126.8985451,1890000000,1506732,3328814,2382720,219.812
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,71372,124.9160017,1890000000,1506732,3328814,2382720,133.5
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,52533,128.1162508,1890000000,1506732,3328814,2382720,225.9430001
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,34244,138.9794206,1890000000,1506732,3328814,2382720,195.944
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,45224,124.5041152,1890000000,1506732,3328814,2382720,160.234
Nodes-2flows,Gurobi.Optimizer,Barrier,35040,31659,121.1036154,1890000000,1506732,3328814,2382720,163.194
Asset-to-asset,Gurobi.Optimizer,Barrier,672,10284,0.4261493,248000000,21516,47054,29568,0.360000134
Asset-to-asset,Gurobi.Optimizer,Barrier,672,4974,1.0049391,248000000,21516,47054,29568,0.374000072
Asset-to-asset,Gurobi.Optimizer,Barrier,672,49350,0.4223399,248000000,21516,47054,29568,0.338999987
Asset-to-asset,Gurobi.Optimizer,Barrier,672,80866,0.3573533,248000000,21516,47054,29568,0.343000174
Asset-to-asset,Gurobi.Optimizer,Barrier,672,4243,0.6726119,248000000,21516,47054,29568,0.374000072
Asset-to-asset,Gurobi.Optimizer,Barrier,672,18929,0.3924175,248000000,21516,47054,29568,0.34800005
Asset-to-asset,Gurobi.Optimizer,Barrier,672,90445,0.3734895,248000000,21516,47054,29568,0.358999968
Asset-to-asset,Gurobi.Optimizer,Barrier,672,2123,0.4146775,248000000,21516,47054,29568,0.373999834
Asset-to-asset,Gurobi.Optimizer,Barrier,672,57156,0.3643851,248000000,21516,47054,29568,0.338000059
Asset-to-asset,Gurobi.Optimizer,Barrier,672,15377,0.3647191,248000000,21516,47054,29568,0.359999895
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,10284,3.4664043,355000000,129036,282254,177408,6.062000036
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,4974,3.6301184,355000000,129036,282254,177408,5.519999981
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,49350,3.3273765,355000000,129036,282254,177408,5.52699995
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,80866,3.267722,355000000,129036,282254,177408,5.678999901
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,4243,3.2609787,355000000,129036,282254,177408,5.805000067
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,18929,3.4203644,355000000,129036,282254,177408,6.328999996
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,90445,3.4865465,355000000,129036,282254,177408,5.953000069
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,2123,3.498296,355000000,129036,282254,177408,5.595000029
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,57156,3.6450309,355000000,129036,282254,177408,6.014999866
Asset-to-asset,Gurobi.Optimizer,Barrier,4380,15377,3.4706429,355000000,129036,282254,177408,5.758999825
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,10284,7.0617889,610000000,280332,613214,385440,14.23399997
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,4974,7.2597632,610000000,280332,613214,385440,18.23000002
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,49350,7.2533277,610000000,280332,613214,385440,18.98399997
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,80866,7.224006,610000000,280332,613214,385440,16.3670001
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,4243,7.3293258,610000000,280332,613214,385440,17.95299983
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,18929,7.3124169,610000000,280332,613214,385440,69.53399992
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,90445,7.1332147,610000000,280332,613214,385440,17.92200017
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,2123,7.3765035,610000000,280332,613214,385440,13.95599985
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,57156,7.2708128,610000000,280332,613214,385440,17.17999983
Asset-to-asset,Gurobi.Optimizer,Barrier,8760,15377,7.220147,610000000,280332,613214,385440,16.24399996
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,10284,15.1046278,1050000000,560652,1226414,770880,59.10639123
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,4974,16.4933316,1050000000,560652,1226414,770880,119.5750365
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,49350,15.6363566,1050000000,560652,1226414,770880,155.8357128
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,80866,16.0140062,1050000000,560652,1226414,770880,131.688906
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,4243,14.957602,1050000000,560652,1226414,770880,103.5010537
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,18929,15.4975165,1050000000,560652,1226414,770880,95.7692567
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,90445,15.9534035,1050000000,560652,1226414,770880,110.7886508
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,2123,15.6325332,1050000000,560652,1226414,770880,114.208805
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,57156,14.8715375,1050000000,560652,1226414,770880,152.2067415
Asset-to-asset,Gurobi.Optimizer,Barrier,17520,15377,14.6523752,1050000000,560652,1226414,770880,121.0033958
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,10284,25.5693033,1480000000,840972,1839614,1156320,138.4689999
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,4974,30.4565776,1480000000,840972,1839614,1156320,129.5839999
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,49350,32.0249564,1480000000,840972,1839614,1156320,107.984
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,80866,30.8052394,1480000000,840972,1839614,1156320,124.381
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,4243,26.0716047,1480000000,840972,1839614,1156320,135.664
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,18929,27.3214333,1480000000,840972,1839614,1156320,131.6200001
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,90445,33.4973417,1480000000,840972,1839614,1156320,153.9980001
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,2123,25.796431,1480000000,840972,1839614,1156320,118.7090001
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,57156,23.8164276,1480000000,840972,1839614,1156320,126.836
Asset-to-asset,Gurobi.Optimizer,Barrier,26280,15377,24.3714039,1480000000,840972,1839614,1156320,153.658
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,10284,66.6040813,1890000000,1121292,2452814,1541760,162.5320001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,4974,60.0903491,1890000000,1121292,2452814,1541760,121.526
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,49350,60.3769455,1890000000,1121292,2452814,1541760,137.2650001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,80866,61.4334949,1890000000,1121292,2452814,1541760,133.8909998
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,4243,61.5289705,1890000000,1121292,2452814,1541760,112.776
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,18929,61.5458609,1890000000,1121292,2452814,1541760,119.9369998
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,90445,61.36505,1890000000,1121292,2452814,1541760,139.2460001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,2123,61.7622264,1890000000,1121292,2452814,1541760,132.5320001
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,57156,61.6430682,1890000000,1121292,2452814,1541760,142.05
Asset-to-asset,Gurobi.Optimizer,Barrier,35040,15377,61.5570366,1890000000,1121292,2452814,1541760,122.7909999
Nodes-1flow,Gurobi.Optimizer,Barrier,672,10284,0.550681,248000000,24876,55790,37632,0.389999866
Nodes-1flow,Gurobi.Optimizer,Barrier,672,4974,0.4899602,248000000,24876,55790,37632,0.406000137
Nodes-1flow,Gurobi.Optimizer,Barrier,672,49350,0.474426,248000000,24876,55790,37632,0.405999899
Nodes-1flow,Gurobi.Optimizer,Barrier,672,80866,0.843307,248000000,24876,55790,37632,0.421999931
Nodes-1flow,Gurobi.Optimizer,Barrier,672,4243,0.7890637,248000000,24876,55790,37632,0.391000032
Nodes-1flow,Gurobi.Optimizer,Barrier,672,18929,0.4936555,248000000,24876,55790,37632,0.375
Nodes-1flow,Gurobi.Optimizer,Barrier,672,90445,0.8239474,248000000,24876,55790,37632,0.405999899
Nodes-1flow,Gurobi.Optimizer,Barrier,672,2123,0.4765941,248000000,24876,55790,37632,0.406000137
Nodes-1flow,Gurobi.Optimizer,Barrier,672,57156,0.5382105,248000000,24876,55790,37632,0.406000137
Nodes-1flow,Gurobi.Optimizer,Barrier,672,15377,0.7911434,248000000,24876,55790,37632,0.358999968
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,10284,4.054125,355000000,149196,334670,225792,6.469000101
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,4974,4.4776176,355000000,149196,334670,225792,6.171999931
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,49350,4.1913573,355000000,149196,334670,225792,25.5630002
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,80866,4.3733879,355000000,149196,334670,225792,6.17200017
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,4243,3.4290607,355000000,149196,334670,225792,6.375
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,18929,4.4481529,355000000,149196,334670,225792,25.18700004
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,90445,4.347335,355000000,149196,334670,225792,6.141000032
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,2123,3.9489903,355000000,149196,334670,225792,6.342999935
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,57156,4.2995759,355000000,149196,334670,225792,19.48399997
Nodes-1flow,Gurobi.Optimizer,Barrier,4380,15377,3.9774614,355000000,149196,334670,225792,6.031000137
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,10284,9.4310731,610000000,324132,727094,490560,24.03200006
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,4974,8.1882599,610000000,324132,727094,490560,22.67200017
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,49350,8.5341447,610000000,324132,727094,490560,21.2809999
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,80866,8.5360946,610000000,324132,727094,490560,21.5309999
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,4243,8.7053409,610000000,324132,727094,490560,44.86899996
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,18929,8.6529825,610000000,324132,727094,490560,25.625
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,90445,8.8255346,610000000,324132,727094,490560,80.85899997
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,2123,9.1504559,610000000,324132,727094,490560,22.32500005
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,57156,8.8069367,610000000,324132,727094,490560,22.17199993
Nodes-1flow,Gurobi.Optimizer,Barrier,8760,15377,9.0898488,610000000,324132,727094,490560,21.52700019
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,10284,18.2599235,1050000000,648252,1454174,981120,185.5730002
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,4974,19.5438141,1050000000,648252,1454174,981120,159.7590001
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,49350,19.2910099,1050000000,648252,1454174,981120,168.375
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,80866,19.7090894,1050000000,648252,1454174,981120,199.0149999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,4243,19.9383506,1050000000,648252,1454174,981120,207.7059999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,18929,19.052011,1050000000,648252,1454174,981120,162.9549999
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,90445,18.8882111,1050000000,648252,1454174,981120,120.734
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,2123,19.0338147,1050000000,648252,1454174,981120,171.859
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,57156,18.9519748,1050000000,648252,1454174,981120,166.9690001
Nodes-1flow,Gurobi.Optimizer,Barrier,17520,15377,20.091379,1050000000,648252,1454174,981120,223.875
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,10284,53.7405605,1480000000,972372,2181254,1471680,165.4850001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,4974,49.3022677,1480000000,972372,2181254,1471680,163.609
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,49350,53.0320373,1480000000,972372,2181254,1471680,139.461
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,80866,53.2071492,1480000000,972372,2181254,1471680,146.766
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,4243,53.3255101,1480000000,972372,2181254,1471680,136.5
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,18929,53.3767322,1480000000,972372,2181254,1471680,155.391
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,90445,53.0825423,1480000000,972372,2181254,1471680,173.2030001
Nodes-1flow,Gurobi.Optimizer,Barrier,26280,2123,53.2578215,1480000000,972372,2181254,1471680,159.0940001
